split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_reg_alpha,param_reg_lambda,param_scale_pos_weight,param_subsample,params
0.7951807228915662,0.9560439560439561,0.9111111111111111,0.8901098901098902,0.9239130434782609,0.8952450027632505,0.054476115791687256,44,0.3715701103210449,0.010451448522001429,0.003397512435913086,0.0004898431271176978,0.91016552842833,0.015797489790511925,1.1292579362959514,27,6,515,0.3285569954293849,0.08006995132099874,0.7965977377685692,0.843026363873282,"OrderedDict([('colsample_bytree', 0.91016552842833), ('gamma', 0.015797489790511925), ('learning_rate', 1.1292579362959514), ('max_depth', 27), ('min_child_weight', 6), ('n_estimators', 515), ('reg_alpha', 0.3285569954293849), ('reg_lambda', 0.08006995132099874), ('scale_pos_weight', 0.7965977377685692), ('subsample', 0.843026363873282)])"
0.770949720670391,0.8555555555555556,0.8114285714285714,0.7305389221556886,0.869047619047619,0.80752164225259,0.05166616842641677,83,1.504868984222412,0.05980082951773263,0.004797124862670898,0.0007479204217973564,0.9000134575729503,0.0005730921158110448,5.5883137054880184e-06,13,7,902,9.132272081862517,0.03319865646983142,0.9618940316575866,0.7939629260205386,"OrderedDict([('colsample_bytree', 0.9000134575729503), ('gamma', 0.0005730921158110448), ('learning_rate', 5.5883137054880184e-06), ('max_depth', 13), ('min_child_weight', 7), ('n_estimators', 902), ('reg_alpha', 9.132272081862517), ('reg_lambda', 0.03319865646983142), ('scale_pos_weight', 0.9618940316575866), ('subsample', 0.7939629260205386)])"
0.8636363636363636,0.9560439560439561,0.9325842696629215,0.907103825136612,0.9555555555555557,0.9229657851315943,0.034717685458399386,20,1.277209758758545,0.03583935876759335,0.004197597503662109,0.00039958962392692293,0.9250873846163546,0.022220564142339395,0.1047246086134961,7,3,992,0.22677153179440457,2.0244281752846858,0.7666051817749031,0.9986501880666516,"OrderedDict([('colsample_bytree', 0.9250873846163546), ('gamma', 0.022220564142339395), ('learning_rate', 0.1047246086134961), ('max_depth', 7), ('min_child_weight', 3), ('n_estimators', 992), ('reg_alpha', 0.22677153179440457), ('reg_lambda', 2.0244281752846858), ('scale_pos_weight', 0.7666051817749031), ('subsample', 0.9986501880666516)])"
0.7999999999999999,0.8826815642458101,0.8681318681318682,0.8444444444444446,0.9050279329608938,0.8600237245380473,0.035921682360240514,68,1.105316400527954,0.05554600945647754,0.00479731559753418,0.000748098853118026,0.8683912747187847,0.00010783926528341678,0.00010355038932700943,16,4,455,0.992936572879022,0.001327434030549492,0.8226052188314646,0.8472733813840215,"OrderedDict([('colsample_bytree', 0.8683912747187847), ('gamma', 0.00010783926528341678), ('learning_rate', 0.00010355038932700943), ('max_depth', 16), ('min_child_weight', 4), ('n_estimators', 455), ('reg_alpha', 0.992936572879022), ('reg_lambda', 0.001327434030549492), ('scale_pos_weight', 0.8226052188314646), ('subsample', 0.8472733813840215)])"
0.8022598870056498,0.9491525423728814,0.9120879120879122,0.898876404494382,0.9444444444444444,0.9013180053102378,0.053111107687539544,37,0.32200040817260744,0.0541934301069622,0.0035976886749267576,0.0007995725046830675,0.7646011581402816,0.00038578459129136127,1.0085354914149092,4,5,368,1.168008534464959,0.2483973854903286,0.7989133336793245,0.8518334365144267,"OrderedDict([('colsample_bytree', 0.7646011581402816), ('gamma', 0.00038578459129136127), ('learning_rate', 1.0085354914149092), ('max_depth', 4), ('min_child_weight', 5), ('n_estimators', 368), ('reg_alpha', 1.168008534464959), ('reg_lambda', 0.2483973854903286), ('scale_pos_weight', 0.7989133336793245), ('subsample', 0.8518334365144267)])"
0.8070175438596491,0.9281767955801105,0.8938547486033518,0.87292817679558,0.9273743016759776,0.8858377827199434,0.044661731234490916,53,1.0579453945159911,0.04365181995421723,0.00479741096496582,0.0009792189119705917,0.7589836372936681,0.04612723476459864,2.5282976523202e-06,15,2,334,0.0016416969202809667,0.7182396203478544,0.959570807956695,0.8409442808842422,"OrderedDict([('colsample_bytree', 0.7589836372936681), ('gamma', 0.04612723476459864), ('learning_rate', 2.5282976523202e-06), ('max_depth', 15), ('min_child_weight', 2), ('n_estimators', 334), ('reg_alpha', 0.0016416969202809667), ('reg_lambda', 0.7182396203478544), ('scale_pos_weight', 0.959570807956695), ('subsample', 0.8409442808842422)])"
0.8047337278106509,0.9171270718232044,0.8999999999999999,0.8901098901098902,0.9340659340659342,0.8891552049730385,0.04484706388080473,50,3.7394879341125487,0.18378596153374543,0.008195114135742188,0.0034847879260732142,0.919418331377962,0.6752502393403164,3.318783362459636e-05,31,1,851,0.29893588628745404,0.03838718844942658,0.8015213947952691,0.8438173351938522,"OrderedDict([('colsample_bytree', 0.919418331377962), ('gamma', 0.6752502393403164), ('learning_rate', 3.318783362459636e-05), ('max_depth', 31), ('min_child_weight', 1), ('n_estimators', 851), ('reg_alpha', 0.29893588628745404), ('reg_lambda', 0.03838718844942658), ('scale_pos_weight', 0.8015213947952691), ('subsample', 0.8438173351938522)])"
0.8047337278106509,0.9021739130434783,0.8826815642458101,0.8913043478260869,0.918918918918919,0.8799052070364071,0.03953413510091421,58,3.0680796623229982,0.12644890604600972,0.0031246662139892576,0.006249332427978514,0.9942399303752477,0.0435545377709014,0.0006550998952616189,16,2,692,0.04657269421125992,0.0025781313152764217,0.8886010323957282,0.9277600890877941,"OrderedDict([('colsample_bytree', 0.9942399303752477), ('gamma', 0.0435545377709014), ('learning_rate', 0.0006550998952616189), ('max_depth', 16), ('min_child_weight', 2), ('n_estimators', 692), ('reg_alpha', 0.04657269421125992), ('reg_lambda', 0.0025781313152764217), ('scale_pos_weight', 0.8886010323957282), ('subsample', 0.9277600890877941)])"
0.8323699421965318,0.9289617486338798,0.9050279329608938,0.8901098901098902,0.9333333333333332,0.8979292231091501,0.03642424680288871,40,2.235664176940918,0.03045806985321027,0.009978532791137695,0.008221385558692527,0.8297164515608693,0.025427953817911266,0.0017255447479337664,7,3,820,0.05090175167566534,0.08227201385052393,0.9017847981326788,0.9860043519111066,"OrderedDict([('colsample_bytree', 0.8297164515608693), ('gamma', 0.025427953817911266), ('learning_rate', 0.0017255447479337664), ('max_depth', 7), ('min_child_weight', 3), ('n_estimators', 820), ('reg_alpha', 0.05090175167566534), ('reg_lambda', 0.08227201385052393), ('scale_pos_weight', 0.9017847981326788), ('subsample', 0.9860043519111066)])"
0.7796610169491526,0.8478260869565218,0.8571428571428571,0.7674418604651162,0.8764044943820225,0.8257038556296025,0.0437048635802001,77,0.39362635612487795,0.08086654267076462,0.0070492267608642575,0.007151894747876174,0.963585220172921,0.025113183653834546,3.281646363758601e-06,9,9,229,0.25675805074820574,0.42318978241947636,0.9033853051026403,0.7857641087952518,"OrderedDict([('colsample_bytree', 0.963585220172921), ('gamma', 0.025113183653834546), ('learning_rate', 3.281646363758601e-06), ('max_depth', 9), ('min_child_weight', 9), ('n_estimators', 229), ('reg_alpha', 0.25675805074820574), ('reg_lambda', 0.42318978241947636), ('scale_pos_weight', 0.9033853051026403), ('subsample', 0.7857641087952518)])"
0.7664670658682634,0.8522727272727273,0.8284023668639053,0.7453416149068324,0.8953488372093024,0.8175601928031724,0.05508190138590068,79,3.322751998901367,0.29766061435467794,0.000599813461303711,0.001199626922607422,0.901205036718063,10.0,0.1663120935655595,32,2,1000,0.09168832067631941,10.0,0.75,1.0,"OrderedDict([('colsample_bytree', 0.901205036718063), ('gamma', 10.0), ('learning_rate', 0.1663120935655595), ('max_depth', 32), ('min_child_weight', 2), ('n_estimators', 1000), ('reg_alpha', 0.09168832067631941), ('reg_lambda', 10.0), ('scale_pos_weight', 0.75), ('subsample', 1.0)])"
0.16666666666666666,0.8059701492537313,0.20588235294117646,0.28402366863905326,0.2787878787878788,0.34841844478285905,0.23335234760862045,100,0.05933723449707031,0.005122467324686043,0.00372467041015625,0.006062324157577151,0.8652167750451708,0.0001,10.0,2,1,100,0.001,10.0,1.0,1.0,"OrderedDict([('colsample_bytree', 0.8652167750451708), ('gamma', 0.0001), ('learning_rate', 10.0), ('max_depth', 2), ('min_child_weight', 1), ('n_estimators', 100), ('reg_alpha', 0.001), ('reg_lambda', 10.0), ('scale_pos_weight', 1.0), ('subsample', 1.0)])"
0.7555555555555555,0.8379888268156425,0.7951807228915662,0.7228915662650602,0.7950310559006212,0.7813804981836455,0.039156344522158375,95,0.0822072982788086,0.018965207067795545,0.006849479675292969,0.00724787808296554,0.75,0.0001,10.0,2,2,100,0.001,0.2689858655678121,0.75,1.0,"OrderedDict([('colsample_bytree', 0.75), ('gamma', 0.0001), ('learning_rate', 10.0), ('max_depth', 2), ('min_child_weight', 2), ('n_estimators', 100), ('reg_alpha', 0.001), ('reg_lambda', 0.2689858655678121), ('scale_pos_weight', 0.75), ('subsample', 1.0)])"
0.7283950617283949,0.6666666666666666,0.8070175438596491,0.7051282051282052,0.6692015209125476,0.7153458473507527,0.051370497350000696,96,0.22812352180480958,0.01591456634785772,0.003124904632568359,0.006249809265136718,1.0,10.0,10.0,32,10,444,0.001,10.0,0.75,0.89133466708948,"OrderedDict([('colsample_bytree', 1.0), ('gamma', 10.0), ('learning_rate', 10.0), ('max_depth', 32), ('min_child_weight', 10), ('n_estimators', 444), ('reg_alpha', 0.001), ('reg_lambda', 10.0), ('scale_pos_weight', 0.75), ('subsample', 0.89133466708948)])"
0.28301886792452824,0.8297872340425532,0.8323699421965318,0.7415730337078651,0.8025477707006369,0.697690346861371,0.2101856299743181,97,0.05937294960021973,0.006249570862020089,0.0,0.0,0.8879893715146321,10.0,10.0,32,5,100,0.001,10.0,0.75,1.0,"OrderedDict([('colsample_bytree', 0.8879893715146321), ('gamma', 10.0), ('learning_rate', 10.0), ('max_depth', 32), ('min_child_weight', 5), ('n_estimators', 100), ('reg_alpha', 0.001), ('reg_lambda', 10.0), ('scale_pos_weight', 0.75), ('subsample', 1.0)])"
0.8461538461538463,0.9497206703910613,0.9273743016759776,0.8913043478260869,0.9555555555555557,0.9140003133242178,0.040757906264207375,26,1.058345127105713,0.04273805194242053,0.005596542358398437,0.001355608387064224,0.9817301189313061,0.0015381414267926965,0.08487282071120247,4,4,958,0.3628609089570623,0.9569374179845936,0.7754776619563812,0.8614540269561037,"OrderedDict([('colsample_bytree', 0.9817301189313061), ('gamma', 0.0015381414267926965), ('learning_rate', 0.08487282071120247), ('max_depth', 4), ('min_child_weight', 4), ('n_estimators', 958), ('reg_alpha', 0.3628609089570623), ('reg_lambda', 0.9569374179845936), ('scale_pos_weight', 0.7754776619563812), ('subsample', 0.8614540269561037)])"
0.7555555555555555,0.8379888268156425,0.8235294117647058,0.736842105263158,0.7924528301886792,0.7893298422232239,0.038584802152257784,92,0.901242733001709,0.0334835297841944,0.003597402572631836,0.0004893174250607499,0.75,0.0001,1e-06,2,10,1000,0.001,0.001,0.75,1.0,"OrderedDict([('colsample_bytree', 0.75), ('gamma', 0.0001), ('learning_rate', 1e-06), ('max_depth', 2), ('min_child_weight', 10), ('n_estimators', 1000), ('reg_alpha', 0.001), ('reg_lambda', 0.001), ('scale_pos_weight', 0.75), ('subsample', 1.0)])"
0.8474576271186441,0.9550561797752809,0.9152542372881356,0.8804347826086957,0.9289617486338798,0.9054345885461199,0.037704195862326276,33,0.913035249710083,0.024230281015159456,0.0037977218627929686,0.00039992345250715414,0.9621489249515961,0.00026662966750993274,0.05436279777071239,2,6,1000,0.9547349551613944,0.22304897751538058,0.7687627106316729,0.8916551065725302,"OrderedDict([('colsample_bytree', 0.9621489249515961), ('gamma', 0.00026662966750993274), ('learning_rate', 0.05436279777071239), ('max_depth', 2), ('min_child_weight', 6), ('n_estimators', 1000), ('reg_alpha', 0.9547349551613944), ('reg_lambda', 0.22304897751538058), ('scale_pos_weight', 0.7687627106316729), ('subsample', 0.8916551065725302)])"
0.7765957446808511,0.8253968253968254,0.8148148148148149,0.7344632768361581,0.8633879781420765,0.8029408534877785,0.04394747702127592,85,0.904840612411499,0.04166153736903612,0.004197168350219727,0.0007480613587155137,0.75,10.0,1e-06,2,10,1000,10.0,10.0,1.0,1.0,"OrderedDict([('colsample_bytree', 0.75), ('gamma', 10.0), ('learning_rate', 1e-06), ('max_depth', 2), ('min_child_weight', 10), ('n_estimators', 1000), ('reg_alpha', 10.0), ('reg_lambda', 10.0), ('scale_pos_weight', 1.0), ('subsample', 1.0)])"
0.8070175438596491,0.9444444444444444,0.9090909090909091,0.888888888888889,0.9444444444444444,0.8987364957572367,0.05061953069646067,39,0.8849085807800293,0.053277031028128745,0.003397846221923828,0.0018535351881409968,0.8696951183835658,0.003741960531699697,0.03595261694746644,2,3,1000,0.8665359176672756,0.9108504829361114,0.7787594629997427,1.0,"OrderedDict([('colsample_bytree', 0.8696951183835658), ('gamma', 0.003741960531699697), ('learning_rate', 0.03595261694746644), ('max_depth', 2), ('min_child_weight', 3), ('n_estimators', 1000), ('reg_alpha', 0.8665359176672756), ('reg_lambda', 0.9108504829361114), ('scale_pos_weight', 0.7787594629997427), ('subsample', 1.0)])"
0.8461538461538463,0.9491525423728814,0.9090909090909091,0.8913043478260869,0.9230769230769231,0.9037478892810146,0.034485269037860575,34,0.8871101379394531,0.04738224434466402,0.008686685562133789,0.00570666957744714,0.75,0.6507287655164289,0.17298979639367218,17,10,1000,0.001,0.010393741474856796,0.8380339486202508,1.0,"OrderedDict([('colsample_bytree', 0.75), ('gamma', 0.6507287655164289), ('learning_rate', 0.17298979639367218), ('max_depth', 17), ('min_child_weight', 10), ('n_estimators', 1000), ('reg_alpha', 0.001), ('reg_lambda', 0.010393741474856796), ('scale_pos_weight', 0.8380339486202508), ('subsample', 1.0)])"
0.7931034482758621,0.8770053475935828,0.8540540540540541,0.8172043010752689,0.8813559322033898,0.8445338296244886,0.0343346393875572,74,2.7785967350006104,0.11591076023772104,0.006249904632568359,0.0076545386587916235,0.75,10.0,1e-06,32,5,1000,0.001,0.006542454962400011,1.0,1.0,"OrderedDict([('colsample_bytree', 0.75), ('gamma', 10.0), ('learning_rate', 1e-06), ('max_depth', 32), ('min_child_weight', 5), ('n_estimators', 1000), ('reg_alpha', 0.001), ('reg_lambda', 0.006542454962400011), ('scale_pos_weight', 1.0), ('subsample', 1.0)])"
0.8474576271186441,0.9325842696629215,0.9162011173184357,0.8961748633879782,0.9222222222222224,0.9029137362908717,0.030194333978190373,35,0.9074939727783203,0.03679301829692611,0.003349971771240234,0.006152844285587477,0.8292766416392819,0.5411424271452359,0.35516581020009064,16,10,1000,0.7102868778435178,0.33561670655774273,0.8024705336784161,1.0,"OrderedDict([('colsample_bytree', 0.8292766416392819), ('gamma', 0.5411424271452359), ('learning_rate', 0.35516581020009064), ('max_depth', 16), ('min_child_weight', 10), ('n_estimators', 1000), ('reg_alpha', 0.7102868778435178), ('reg_lambda', 0.33561670655774273), ('scale_pos_weight', 0.8024705336784161), ('subsample', 1.0)])"
0.6976744186046511,0.6692307692307692,0.6867469879518072,0.7272727272727273,0.4552845528455285,0.6473693701130374,0.09767572760195903,98,0.500164270401001,0.0075246559527950155,0.0005996227264404297,0.0011992454528808594,0.8792609598947353,10.0,10.0,32,1,1000,10.0,1.4167748757292646,0.8532931430062223,0.9892142889254598,"OrderedDict([('colsample_bytree', 0.8792609598947353), ('gamma', 10.0), ('learning_rate', 10.0), ('max_depth', 32), ('min_child_weight', 1), ('n_estimators', 1000), ('reg_alpha', 10.0), ('reg_lambda', 1.4167748757292646), ('scale_pos_weight', 0.8532931430062223), ('subsample', 0.9892142889254598)])"
0.7032967032967034,0.06837606837606837,0.6878980891719745,0.736842105263158,0.6558704453441295,0.5701698950625861,0.25259826869373747,99,0.4606966972351074,0.024046709082904426,0.003724527359008789,0.006062539936769892,0.9984802813716067,10.0,10.0,2,3,1000,10.0,10.0,0.8539909421192146,0.9293340803226591,"OrderedDict([('colsample_bytree', 0.9984802813716067), ('gamma', 10.0), ('learning_rate', 10.0), ('max_depth', 2), ('min_child_weight', 3), ('n_estimators', 1000), ('reg_alpha', 10.0), ('reg_lambda', 10.0), ('scale_pos_weight', 0.8539909421192146), ('subsample', 0.9293340803226591)])"
0.7861271676300577,0.8926553672316383,0.875,0.7857142857142857,0.9204545454545455,0.8519877808544465,0.05582963167843012,72,0.35364723205566406,0.028267408688991386,0.006249856948852539,0.00765448024540954,0.75,0.0001,1e-06,32,1,100,0.001,10.0,0.75,1.0,"OrderedDict([('colsample_bytree', 0.75), ('gamma', 0.0001), ('learning_rate', 1e-06), ('max_depth', 32), ('min_child_weight', 1), ('n_estimators', 100), ('reg_alpha', 0.001), ('reg_lambda', 10.0), ('scale_pos_weight', 0.75), ('subsample', 1.0)])"
0.8715083798882681,0.9497206703910613,0.9281767955801105,0.901098901098901,0.945054945054945,0.9191029065469071,0.02928053461900169,24,0.31200809478759767,0.006250000014551916,0.006249761581420899,0.007654363444636746,0.75,0.0002553554430738362,0.5331355168113694,7,5,389,0.24765163361410406,0.06167509512925861,0.75,1.0,"OrderedDict([('colsample_bytree', 0.75), ('gamma', 0.0002553554430738362), ('learning_rate', 0.5331355168113694), ('max_depth', 7), ('min_child_weight', 5), ('n_estimators', 389), ('reg_alpha', 0.24765163361410406), ('reg_lambda', 0.06167509512925861), ('scale_pos_weight', 0.75), ('subsample', 1.0)])"
0.7906976744186046,0.8850574712643678,0.8715083798882681,0.8047337278106508,0.912280701754386,0.8528427171690429,0.04709039797500511,71,0.3828409194946289,0.008983635327082268,0.006848812103271484,0.00724740215820125,0.75,10.0,0.11418664452116645,23,1,100,0.10065079410083373,0.001,0.75,0.75,"OrderedDict([('colsample_bytree', 0.75), ('gamma', 10.0), ('learning_rate', 0.11418664452116645), ('max_depth', 23), ('min_child_weight', 1), ('n_estimators', 100), ('reg_alpha', 0.10065079410083373), ('reg_lambda', 0.001), ('scale_pos_weight', 0.75), ('subsample', 0.75)])"
0.8295454545454547,0.8813559322033898,0.8826815642458101,0.8248587570621468,0.8926553672316383,0.8622273019663684,0.028882328397244486,67,0.10232157707214355,0.007148178561717766,0.0,0.0,0.75,0.0004058788580280248,0.1325602505833969,2,3,100,5.637611105574882,0.025923509474440685,0.7686965126326645,0.7757215243810297,"OrderedDict([('colsample_bytree', 0.75), ('gamma', 0.0004058788580280248), ('learning_rate', 0.1325602505833969), ('max_depth', 2), ('min_child_weight', 3), ('n_estimators', 100), ('reg_alpha', 5.637611105574882), ('reg_lambda', 0.025923509474440685), ('scale_pos_weight', 0.7686965126326645), ('subsample', 0.7757215243810297)])"
0.8938547486033518,0.9555555555555557,0.9385474860335197,0.9120879120879121,0.9560439560439561,0.9312114441878635,0.024599324910998283,8,0.16874361038208008,0.006248831836972465,0.009376001358032227,0.007655473056062149,0.9238909773421677,0.09004006816028845,0.3728969348690564,22,1,100,0.5870240597718204,0.001,0.7778540822392674,0.75,"OrderedDict([('colsample_bytree', 0.9238909773421677), ('gamma', 0.09004006816028845), ('learning_rate', 0.3728969348690564), ('max_depth', 22), ('min_child_weight', 1), ('n_estimators', 100), ('reg_alpha', 0.5870240597718204), ('reg_lambda', 0.001), ('scale_pos_weight', 0.7778540822392674), ('subsample', 0.75)])"
0.8072289156626505,0.8950276243093922,0.907103825136612,0.9120879120879121,0.9130434782608695,0.8868398833373121,0.040374905445165574,52,0.7029646396636963,0.04101378310599083,0.0035979747772216797,0.0004897846513118331,1.0,0.012860036712265713,1.311788142757126,12,6,1000,0.04194099288653457,0.001,0.7576631951042369,0.8058287449442147,"OrderedDict([('colsample_bytree', 1.0), ('gamma', 0.012860036712265713), ('learning_rate', 1.311788142757126), ('max_depth', 12), ('min_child_weight', 6), ('n_estimators', 1000), ('reg_alpha', 0.04194099288653457), ('reg_lambda', 0.001), ('scale_pos_weight', 0.7576631951042369), ('subsample', 0.8058287449442147)])"
0.8214285714285715,0.9720670391061453,0.9230769230769231,0.8961748633879782,0.9340659340659342,0.9093495506492977,0.0503205962572837,29,0.5024890899658203,0.015448853722505502,0.003797435760498047,0.0007475380950140708,1.0,0.0004081583085033754,0.5793261097739748,12,4,463,0.07728371365884572,0.001,0.7716307616987804,0.796907313401005,"OrderedDict([('colsample_bytree', 1.0), ('gamma', 0.0004081583085033754), ('learning_rate', 0.5793261097739748), ('max_depth', 12), ('min_child_weight', 4), ('n_estimators', 463), ('reg_alpha', 0.07728371365884572), ('reg_lambda', 0.001), ('scale_pos_weight', 0.7716307616987804), ('subsample', 0.796907313401005)])"
